Symbol	Name	LastSale	MarketCap	ADR TSO	Sector	Industry
ASLN	ASLAN Pharmaceuticals Limited	3.105	16808867.82	5413484	Health Care	Major Pharmaceuticals
ASML	ASML Holding N.V.	230.85	16894781720	73185106	Technology	Industrial Machinery/Components
ASPU	Aspen Group Inc.	4.16	77579357.44	n/a	Consumer Services	Other Consumer Services
AZPN	"Aspen Technology, Inc."	137.99	9516352433	n/a	Technology	EDP Services
ASMB	"Assembly Biosciences, Inc."	12.1	309771845.9	n/a	Health Care	Major Pharmaceuticals
ASRT	"Assertio Therapeutics, Inc."	3.14	202232208.7	n/a	Health Care	Major Pharmaceuticals
ASFI	"Asta Funding, Inc."	7.51	49610421.65	n/a	Finance	Finance Companies
ASTE	"Astec Industries, Inc."	33.09	745538612.9	n/a	Capital Goods	Construction/Ag Equipment/Trucks
ATRO	Astronics Corporation	37.82	1234893383	n/a	Capital Goods	Military/Government/Technical
ALOT	"AstroNova, Inc."	23.86	167211548.1	n/a	Technology	Computer peripheral equipment
ASTC	Astrotech Corporation	2.5	14441272.5	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
ASUR	Asure Software Inc	9.13	140646417.5	n/a	Technology	EDP Services
ASV	"ASV Holdings, Inc."	7.01	69468104.58	n/a	Capital Goods	Construction/Ag Equipment/Trucks
ATAI	ATA Inc.	2.6018	28699495.74	11030631	Consumer Services	Other Consumer Services
ATRA	"Atara Biotherapeutics, Inc."	14.7	686001519	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ATNX	"Athenex, Inc."	18.64	1436504611	n/a	Health Care	Major Pharmaceuticals
ATHX	"Athersys, Inc."	1.5	224664349.5	n/a	Health Care	Major Pharmaceuticals
ATIF	ATIF Holdings Limited	3.302	128778000	n/a	Consumer Services	Professional Services
AAME	Atlantic American Corporation	2.31	46529507.64	n/a	Finance	Life Insurance
ACBI	"Atlantic Capital Bancshares, Inc."	18.29	440867848.2	n/a	Finance	Major Banks
AUB	Atlantic Union Bankshares Corporation	38.12	3127902940	n/a	Finance	Major Banks
AY	Atlantica Yield plc	23.15	2320029569	n/a	Public Utilities	Electric Utilities: Central
ATLC	Atlanticus Holdings Corporation	4.9	78271473	n/a	Finance	Finance: Consumer Services
AAWW	Atlas Air Worldwide Holdings	45.68	1180906113	n/a	Transportation	Transportation Services
AFH	"Atlas Financial Holdings, Inc."	0.5064	6044881.608	n/a	Finance	Property-Casualty Insurers
AFHBL	"Atlas Financial Holdings, Inc."	8.5499	0	n/a	Finance	Property-Casualty Insurers
TEAM	Atlassian Corporation Plc	146.04	35204753918	n/a	Technology	Computer Software: Prepackaged Software
ATNI	"ATN International, Inc."	57.96	926998851.2	n/a	Public Utilities	Telecommunications Equipment
ATOM	Atomera Incorporated	5.16	79110555.48	n/a	Technology	Semiconductors
ATOS	Atossa Genetics Inc.	2.02	18431958.64	n/a	Health Care	Major Pharmaceuticals
BCEL	"Atreca, Inc."	13.73	367750526	n/a	Health Care	Major Pharmaceuticals
ATRC	"AtriCure, Inc."	31.71	1224749600	n/a	Health Care	Medical/Dental Instruments
ATRI	Atrion Corporation	751.9	1393087236	n/a	Health Care	Medical/Dental Instruments
ATIS	Attis Industries Inc.	1.6	6900865.6	n/a	Basic Industries	Major Chemicals
ATISW	Attis Industries Inc.	0.1567	0	n/a	Basic Industries	Major Chemicals
LIFE	"aTyr Pharma, Inc."	3.47	12244217.71	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AUBN	"Auburn National Bancorporation, Inc."	39.1	139658474.8	n/a	Finance	Major Banks
BOLD	"Audentes Therapeutics, Inc."	39.65	1756116660	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AUDC	AudioCodes Ltd.	18.79	551436556.2	n/a	Public Utilities	Telecommunications Equipment
AEYE	"AudioEye, Inc."	6.5	49764299	n/a	Technology	Computer Software: Prepackaged Software
AUPH	Aurinia Pharmaceuticals Inc	6.22	570040900.3	n/a	Health Care	Major Pharmaceuticals
EARS	Auris Medical Holding Ltd.	2.83	6324461.36	n/a	Health Care	Major Pharmaceuticals
JG	Aurora Mobile Limited	5.59	136331362.8	24388437	Technology	"Computer Software: Programming, Data Processing"
ADSK	"Autodesk, Inc."	167.99	36893893244	n/a	Technology	Computer Software: Prepackaged Software
AUTL	Autolus Therapeutics plc	13.75	274772341.3	19983443	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ADP	"Automatic Data Processing, Inc."	169.27	73671083677	n/a	Technology	EDP Services
AUTO	"AutoWeb, Inc."	3.36	44168312.16	n/a	Technology	"Computer Software: Programming, Data Processing"
AVDL	Avadel Pharmaceuticals plc	2.41	102503361.2	42532515	Health Care	Major Pharmaceuticals
AVCO	Avalon GloboCare Corp.	2.02	152824390.8	n/a	Consumer Services	Professional Services
AVDR	"Avedro, Inc"	18.7	319958271.6	n/a	Health Care	Major Pharmaceuticals
ATXI	"Avenue Therapeutics, Inc."	6.11	101176999.2	n/a	Health Care	Major Pharmaceuticals
AVEO	"AVEO Pharmaceuticals, Inc."	0.639	102712522	n/a	Health Care	Major Pharmaceuticals
AVNW	"Aviat Networks, Inc."	12.81	68887440.3	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
CDMO	"Avid Bioservices, Inc."	6.58	369386223.9	n/a	Health Care	Major Pharmaceuticals
CDMOP	"Avid Bioservices, Inc."	26.9819	18887330	n/a	Health Care	Major Pharmaceuticals
AVID	"Avid Technology, Inc."	10.02	425005454.3	n/a	Technology	Computer Software: Prepackaged Software
AVGR	"Avinger, Inc."	2.36	15150163.96	n/a	Health Care	Medical/Dental Instruments
CAR	"Avis Budget Group, Inc."	36.06	2737388090	n/a	Consumer Services	Rental/Leasing Companies
AVT	"Avnet, Inc."	45.5	4836479466	n/a	Technology	Electronic Components
AVRO	"AVROBIO, Inc."	22.48	542825122	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AWRE	"Aware, Inc."	3.12	67240508.4	n/a	Technology	Computer Software: Prepackaged Software
ACLS	"Axcelis Technologies, Inc."	15.97	526086678.5	n/a	Technology	Industrial Machinery/Components
AXLA	Axcella Health Inc.	8.08	185906926.6	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
AXGN	"AxoGen, Inc."	17.59	689618993.1	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN	"Axon Enterprise, Inc."	69.5	4109357011	n/a	Capital Goods	Ordnance And Accessories
AXNX	"Axonics Modulation Technologies, Inc."	37.73	1074100507	n/a	Health Care	Medical/Dental Instruments
AXGT	Axovant Gene Therapies Ltd.	6.57	149669015	n/a	Health Care	Major Pharmaceuticals
AXSM	"Axsome Therapeutics, Inc."	27.69	922224033.9	n/a	Health Care	Major Pharmaceuticals
AXTI	AXT Inc	4.27	171230279.4	n/a	Technology	Semiconductors
AYTU	"Aytu BioScience, Inc."	1.63	27156443.85	n/a	Health Care	Major Pharmaceuticals
AZRX	"AzurRx BioPharma, Inc."	1	26103794	n/a	Health Care	Major Pharmaceuticals
BCOM	B Communications Ltd.	1.5808	58923758.82	n/a	Consumer Services	Telecommunications Equipment
RILY	"B. Riley Financial, Inc."	18.91	501604163.9	n/a	Miscellaneous	Business Services
RILYG	"B. Riley Financial, Inc."	25.14	0	n/a	Miscellaneous	Business Services
RILYH	"B. Riley Financial, Inc."	26.43	0	n/a	Miscellaneous	Business Services
RILYI	"B. Riley Financial, Inc."	26.15	0	n/a	Miscellaneous	Business Services
RILYL	"B. Riley Financial, Inc."	25.4	0	n/a	Miscellaneous	Business Services
RILYO	"B. Riley Financial, Inc."	25.45	0	n/a	Miscellaneous	Business Services
RILYZ	"B. Riley Financial, Inc."	25.549	0	n/a	Miscellaneous	Business Services
BOSC	B.O.S. Better Online Solutions	2.67	10300299.3	n/a	Technology	Computer Communications Equipment
BIDU	"Baidu, Inc."	114.22	31829090029	278664770	Technology	"Computer Software: Programming, Data Processing"
BCPC	Balchem Corporation	101.63	3286058280	n/a	Basic Industries	Major Chemicals
BLDP	"Ballard Power Systems, Inc."	4.14	962980406.8	n/a	Energy	Industrial Machinery/Components
BANF	BancFirst Corporation	59.1	1928999651	n/a	Finance	Major Banks
BANFP	BancFirst Corporation	27.1859	27185900	n/a	Finance	Major Banks
BCTF	"Bancorp 34, Inc."	15.21	51047117.55	n/a	Finance	Savings Institutions
BAND	Bandwidth Inc.	80.34	1847856715	n/a	Technology	Computer Software: Prepackaged Software
BFC	Bank First Corporation	57.14	406366880.6	n/a	Finance	Major Banks
BOCH	Bank of Commerce Holdings (CA)	10.84	197432540.6	n/a	Finance	Major Banks
BMRC	Bank of Marin Bancorp	43.97	600592517.7	n/a	Finance	Major Banks
BMLP	Bank Of Montreal	49.6614	49661400	n/a	Finance	Commercial Banks
BKSC	Bank of South Carolina Corp.	19.13	105534949.3	n/a	Finance	Major Banks
BOTJ	"Bank of the James Financial Group, Inc."	14.75	64581931	n/a	Finance	Major Banks
OZK	Bank OZK	30.99	3995752052	n/a	Finance	Major Banks
BSVN	Bank7 Corp.	18.61	189589375	n/a	Finance	Major Banks
BFIN	BankFinancial Corporation	13.75	213368361.3	n/a	Finance	Savings Institutions
BWFG	"Bankwell Financial Group, Inc."	28.7	225968617.7	n/a	Finance	Major Banks
BANR	Banner Corporation	58.36	2052003080	n/a	Finance	Major Banks
BZUN	Baozun Inc.	49.91	2162359584	43325177	Consumer Services	Catalog/Specialty Distribution
DFVL	Barclays PLC	70.595	5026364	n/a	n/a	n/a
DFVS	Barclays PLC	27.5934	3760980.42	n/a	n/a	n/a
DLBS	Barclays PLC	12.62	9039213.82	n/a	n/a	n/a
DTUL	Barclays PLC	62.995	5224364.335	n/a	n/a	n/a
DTUS	Barclays PLC	33.7467	4336450.95	n/a	n/a	n/a
DTYL	Barclays PLC	83.5316	5328731.359	n/a	n/a	n/a
DTYS	Barclays PLC	13.367	28984053.74	n/a	n/a	n/a
FLAT	Barclays PLC	68.3022	4674739.172	n/a	n/a	n/a
STPP	Barclays PLC	27.495	4041765	n/a	n/a	n/a
TAPR	Barclays PLC	17.275	10479015	n/a	n/a	n/a
BBSI	"Barrett Business Services, Inc."	90.34	669404222.9	n/a	Technology	Professional Services
GOLD	Barrick Gold Corporation	17.06	29888809491	n/a	Basic Industries	Precious Metals
BSET	"Bassett Furniture Industries, Incorporated"	12.65	131683350.2	n/a	Consumer Durables	Home Furnishings
GLG	"Bat Group, Inc."	0.35	3026447.2	n/a	Finance	Major Banks
ZTEST	BATS BZX Exchange	10.1	0	n/a	n/a	n/a
BCML	BayCom Corp	22.47	270814417	n/a	Finance	Major Banks
BCBP	"BCB Bancorp, Inc. (NJ)"	12.96	213334560	n/a	Finance	Savings Institutions
BECN	"Beacon Roofing Supply, Inc."	37.44	2563777457	n/a	Consumer Services	RETAIL: Building Materials
BBGI	"Beasley Broadcast Group, Inc."	3.25	90569085.75	n/a	Consumer Services	Broadcasting
BBBY	Bed Bath & Beyond Inc.	9.98	1275182185	n/a	Consumer Services	Home Furnishings
BGNE	"BeiGene, Ltd."	132.79	5231541573	39397105	Health Care	Major Pharmaceuticals
BELFA	Bel Fuse Inc.	15.7227	192603295.1	n/a	Capital Goods	Electrical Products
BELFB	Bel Fuse Inc.	17.2	210700240.8	n/a	Capital Goods	Electrical Products
BLPH	"Bellerophon Therapeutics, Inc."	0.627	43204541.66	n/a	Health Care	Major Pharmaceuticals
BLCM	"Bellicum Pharmaceuticals, Inc."	1.52	69933780.32	n/a	Health Care	Major Pharmaceuticals
BNFT	"Benefitfocus, Inc."	26.24	853599926.4	n/a	Technology	Computer Software: Prepackaged Software
BNTC	Benitec Biopharma Limited	0.5327	1035925.176	1944669	Health Care	Major Pharmaceuticals
BNTCW	Benitec Biopharma Limited	0.0273	0	n/a	Health Care	Major Pharmaceuticals
BRY	Berry Petroleum Corporation	10.5	859731285	n/a	Energy	Oil & Gas Production
XAIR	"Beyond Air, Inc."	5.25	55758570	n/a	Health Care	Medical/Dental Instruments
BYND	"Beyond Meat, Inc."	234.9	14122845015	n/a	Consumer Non-Durables	Packaged Foods
BYSI	"BeyondSpring, Inc."	16.84	402566346.6	n/a	Health Care	Major Pharmaceuticals
BGCP	"BGC Partners, Inc."	5.48	1868077436	n/a	Finance	Investment Bankers/Brokers/Service
BCYC	Bicycle Therapeutics plc	8.45	36616663.85	4333333	Health Care	Major Pharmaceuticals
BGFV	Big 5 Sporting Goods Corporation	1.68	36329112.96	n/a	Consumer Services	Other Specialty Stores
BRPA	Big Rock Partners Acquisition Corp.	10.48	94692040	n/a	Finance	Business Services
BRPAR	Big Rock Partners Acquisition Corp.	0.18	0	n/a	Finance	Business Services
BRPAU	Big Rock Partners Acquisition Corp.	10.65	0	n/a	Finance	Business Services
BRPAW	Big Rock Partners Acquisition Corp.	0.1401	0	n/a	Finance	Business Services
BILI	Bilibili Inc.	15.96	1937350357	121387867	Technology	EDP Services
BASI	"Bioanalytical Systems, Inc."	1.97	20272346.07	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch
BIOC	"Biocept, Inc."	1.02	19244813.28	n/a	Health Care	Medical Specialities
BCRX	"BioCryst Pharmaceuticals, Inc."	3.23	356310734.8	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BDSI	"BioDelivery Sciences International, Inc."	3.72	332990342.8	n/a	Health Care	Major Pharmaceuticals
BFRA	Biofrontera AG	15.3501	3837202.648	249979	Health Care	Major Pharmaceuticals
BIIB	Biogen Inc.	238.21	43937171800	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BHTG	"BioHiTech Global, Inc."	2.39	35630014.84	n/a	Consumer Services	Other Consumer Services
BKYI	"BIO-key International, Inc."	1.21	17038842.48	n/a	Technology	Computer Communications Equipment
BIOL	"Biolase, Inc."	1.68	35773476.48	n/a	Health Care	Medical/Dental Instruments
BLFS	"BioLife Solutions, Inc."	19.26	383262174.4	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLRX	BioLineRx Ltd.	3.8895	29082122.11	7477085	Health Care	Major Pharmaceuticals
BMRN	BioMarin Pharmaceutical Inc.	81.11	14524477442	n/a	Health Care	Major Pharmaceuticals
BMRA	"Biomerica, Inc."	2.99	28904892.12	n/a	Health Care	Medical/Dental Instruments
BNGO	"Bionano Genomics, Inc."	2.75	29823805	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
BNGOW	"Bionano Genomics, Inc."	0.7538	0	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
BVXV	BiondVax Pharmaceuticals Ltd.	6.46	36724389.4	5684890	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW	BiondVax Pharmaceuticals Ltd.	1	0	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BPTH	"Bio-Path Holdings, Inc."	13.75	38931145	n/a	Health Care	Major Pharmaceuticals
BIOS	"BioScrip, Inc."	2.79	415185879	n/a	Health Care	Medical/Nursing Services
BSGM	"BioSig Technologies, Inc."	8.28	170960761.8	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSTC	BioSpecifics Technologies Corp	59.75	435392394.5	n/a	Health Care	Major Pharmaceuticals
TECH	Bio-Techne Corp	214.61	8127871521	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BEAT	"BioTelemetry, Inc."	44.38	1500209804	n/a	Health Care	Medical Specialities
BTAI	"BioXcel Therapeutics, Inc."	11	172323822	n/a	Health Care	Major Pharmaceuticals
BIQI	BIQI International Holdings Corporation	0.6926	5564171.787	n/a	Consumer Non-Durables	Farming/Seeds/Milling
BJRI	"BJ&#39;s Restaurants, Inc."	39.75	824185682.3	n/a	Consumer Services	Restaurants
BRAC	Black Ridge Acquisition Corp.	10.275	181816125	n/a	Consumer Services	Services-Misc. Amusement & Recreation
BRACR	Black Ridge Acquisition Corp.	0.35	0	n/a	Consumer Services	Services-Misc. Amusement & Recreation
BRACU	Black Ridge Acquisition Corp.	10.99	0	n/a	Consumer Services	Services-Misc. Amusement & Recreation
BRACW	Black Ridge Acquisition Corp.	0.299	0	n/a	Consumer Services	Services-Misc. Amusement & Recreation
BLKB	"Blackbaud, Inc."	86.98	4278238291	n/a	Technology	Computer Software: Prepackaged Software
BL	"BlackLine, Inc."	47.19	2597646742	n/a	Technology	Computer Software: Prepackaged Software
BKCC	BlackRock Capital Investment Corporation	6.02	414394255.1	n/a	n/a	n/a
TCPC	BlackRock TCP Capital Corp.	14.09	828010122	n/a	n/a	n/a
BLNK	Blink Charging Co.	2.66	69789898.64	n/a	Consumer Durables	Electrical Products
BLNKW	Blink Charging Co.	0.56	0	n/a	Consumer Durables	Electrical Products
BLMN	"Bloomin&#39; Brands, Inc."	17.81	1633278873	n/a	Consumer Services	Restaurants
BCOR	"Blucora, Inc."	30.21	1461875283	n/a	Finance	Finance: Consumer Services
BLBD	Blue Bird Corporation	20.83	549648708.8	n/a	Capital Goods	Construction/Ag Equipment/Trucks
BHAT	Blue Hat Interactive Entertainment Technology	4.58	159384000	n/a	Consumer Non-Durables	Recreational Products/Toys
BLUE	"bluebird bio, Inc."	139.74	7702923793	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BKEP	"Blueknight Energy Partners L.P., L.L.C."	1.275	51911442.68	n/a	Energy	Natural Gas Distribution
BKEPP	"Blueknight Energy Partners L.P., L.L.C."	5.393	162645432.3	n/a	Energy	Natural Gas Distribution
BPMC	Blueprint Medicines Corporation	99.98	4884416221	n/a	Health Care	Major Pharmaceuticals
ITEQ	BlueStar Israel Technology ETF	41.485	0	n/a	n/a	n/a
BMCH	"BMC Stock Holdings, Inc."	21.74	1445863180	n/a	Consumer Services	RETAIL: Building Materials
WIFI	"Boingo Wireless, Inc."	15.67	689247566.9	n/a	Consumer Services	Telecommunications Equipment
BOKF	BOK Financial Corporation	83.51	5966787997	n/a	Finance	Major Banks
BOKFL	BOK Financial Corporation	25.82	0	n/a	Finance	Major Banks
BNSO	"Bonso Electronics International, Inc."	2.53	11922119	n/a	Capital Goods	Industrial Machinery/Components
BKNG	Booking Holdings Inc.	1966.85	85147581913	n/a	Miscellaneous	Business Services
BRQS	"Borqs Technologies, Inc. "	2.6	81388710	n/a	Technology	EDP Services
BOMN	Boston Omaha Corporation	21.82	489091350.6	n/a	Finance	Real Estate
BPFH	"Boston Private Financial Holdings, Inc."	11.69	979321976.2	n/a	Finance	Major Banks
EPAY	"Bottomline Technologies, Inc."	44.14	1921899696	n/a	Technology	Computer Software: Prepackaged Software
BOXL	Boxlight Corporation	2.63	27846750.34	n/a	Miscellaneous	Industrial Machinery/Components
BWMC	Boxwood Merger Corp.	10	252500000	n/a	Finance	Business Services
BWMCU	Boxwood Merger Corp.	10.34	0	n/a	Finance	Business Services
BWMCW	Boxwood Merger Corp.	0.58	0	n/a	Finance	Business Services
BCLI	Brainstorm Cell Therapeutics Inc.	4.08	88548684.72	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
BWAY	Brainsway Ltd.	10.44	26100000	2500000	Health Care	Medical/Dental Instruments
BDGE	"Bridge Bancorp, Inc."	29.22	579549480	n/a	Finance	Major Banks
BBIO	"BridgeBio Pharma, Inc."	28.37	3505821814	n/a	Health Care	Major Pharmaceuticals
BLIN          	"Bridgeline Digital, Inc."	2.09	1986841.78	n/a	Technology	Computer Software: Prepackaged Software
BWB	"Bridgewater Bancshares, Inc."	11.95	359342988.9	n/a	Finance	Major Banks
BRID	Bridgford Foods Corporation	35.87	325585963.8	n/a	Consumer Non-Durables	Specialty Foods
BCOV	Brightcove Inc.	11.79	451305354.2	n/a	Technology	EDP Services
BHF	"Brighthouse Financial, Inc."	39.3	4551321092	n/a	Finance	Life Insurance
BHFAL	"Brighthouse Financial, Inc."	26.79	0	n/a	Finance	Life Insurance
BHFAP	"Brighthouse Financial, Inc."	27.05	0	n/a	Finance	Life Insurance
AVGO	Broadcom Inc.	300.92	1.19788E+11	n/a	Technology	Semiconductors
BVSN	"BroadVision, Inc."	1.25	6323251.25	n/a	Technology	Computer Software: Prepackaged Software
BYFC	Broadway Financial Corporation	1.9	52971716.9	n/a	Finance	Savings Institutions
BWEN	"Broadwind Energy, Inc."	2.06	32930552.3	n/a	Capital Goods	Metal Fabrications
BPY	Brookfield Property Partners L.P.	19.17	8083778111	n/a	Finance	Real Estate
BPYPP	Brookfield Property Partners L.P.	25.88	165632000	n/a	Finance	Real Estate
BPR	Brookfield Property REIT Inc.	19.11	1795039698	n/a	Consumer Services	Real Estate Investment Trusts
BPRAP	Brookfield Property REIT Inc.	25.15	251500000	n/a	Consumer Services	Real Estate Investment Trusts
BRKL	"Brookline Bancorp, Inc."	14.65	1174218127	n/a	Finance	Savings Institutions
BRKS	"Brooks Automation, Inc."	41.51	2994417248	n/a	Technology	Industrial Machinery/Components
DOOO	BRP Inc.	35.38	1273604711	n/a	Capital Goods	Industrial Specialties
BRKR	Bruker Corporation	48.32	7577377001	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
BMTC	Bryn Mawr Bank Corporation	37.54	756324048.5	n/a	Finance	Major Banks
BSQR	BSQUARE Corporation	1.18	15148290.12	n/a	Miscellaneous	Business Services
BLDR	"Builders FirstSource, Inc."	17.34	2004631674	n/a	Consumer Services	RETAIL: Building Materials
BFST	"Business First Bancshares, Inc."	25.01	334170664.8	n/a	Finance	Major Banks
CFFI	C&F Financial Corporation	54.38	188689192.3	n/a	Finance	Major Banks
CHRW	"C.H. Robinson Worldwide, Inc."	85.12	11624202554	n/a	Transportation	Oil Refining/Marketing
CCMP	Cabot Microelectronics Corporation	122.57	3562108503	n/a	Technology	Semiconductors
CDNS	"Cadence Design Systems, Inc."	75.91	21266414230	n/a	Technology	Computer Software: Prepackaged Software
